requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto
R.830,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,c) Mapa georreferenciado da AII,,
R.831,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,d) Disponibilização dos arquivos georreferenciados correspondentes,,
R.832,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,a) Delimitação específica da AID negativa para impactos socioeconômicos,,
R.833,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,b) Indicação clara de que esta área corresponde à ABEA,,
R.834,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,c) Justificativa técnica baseada nos impactos socioeconômicos negativos,,
R.835,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,a) Coerência com vulnerabilidades identificadas no diagnóstico ambiental,,
R.836,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,b) Coerência com magnitude e alcance espacial dos impactos previstos,,
R.837,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,c) Ajustes realizados conforme necessidades identificadas na AIA,,
R.838,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?",a) Indicação de que os programas derivam diretamente dos impactos identificados no Cap. 12,,
R.839,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?",b) Estruturação lógica e padronizada dos programas,,
R.840,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?","c) Articulação entre programas de controle, monitoramento e mitigação",,
R.841,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?","d) Compatibilidade com os meios físico, biótico e socioeconômico",,
R.842,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,a) Objetivos claramente definidos,,
R.843,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,b) Métodos e procedimentos,,
R.844,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,c) Indicadores de desempenho,,
R.845,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,d) Metas e parâmetros de monitoramento,,
R.846,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,e) Frequência de execução,,
R.847,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,f) Pontos de monitoramento,,
R.848,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,g) Procedimentos de registro e reporte,,
R.849,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,h) Responsáveis pela execução,,
R.850,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,i) Integração com outros programas ambientais,,
R.851,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,a) Procedimentos para monitoramento de material particulado,,
R.852,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,b) Parâmetros monitorados conforme normas ambientais,,
R.853,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,c) Identificação dos pontos de medição,,
R.854,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,d) Frequência e métodos das campanhas,,
R.855,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,e) Ações corretivas em caso de não conformidade,,
R.856,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,a) Medições de ruído conforme ABNT NBR 10151,,
R.857,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,b) Medições de vibração conforme ABNT NBR 9653 (quando houver explosivos),,
R.858,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,c) Pontos de monitoramento identificados,,
R.859,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,d) Frequência e protocolos de medição,,
R.860,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,e) Ações de controle e mitigação,,
R.861,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,a) Pontos de monitoramento em mapa,,
R.862,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,"b) Parâmetros físicos, químicos e biológicos",,
R.863,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,c) Monitoramento de águas superficiais,,
R.864,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,d) Monitoramento de águas subterrâneas,,
R.865,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,e) Monitoramento de efluentes (quando aplicável),,
R.866,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,f) Frequência e métodos de amostragem,,
R.867,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,g) Ações corretivas quando houver excedências,,
R.868,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,a) Medidas preventivas de controle de erosão,,
R.869,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,b) Técnicas de estabilização de taludes,,
R.870,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,c) Práticas de drenagem superficial,,
R.871,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,d) Monitoramento de áreas suscetíveis,,
R.872,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,e) Ações corretivas previstas,,
R.873,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,a) Procedimentos de corte e remoção da vegetação,,
R.874,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,b) Resgate de espécies protegidas ou sensíveis,,
R.875,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,c) Destinação adequada do material lenhoso,,
R.876,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,d) Integração com compensação florestal,,
R.877,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,e) Ações de recomposição vegetal,,
R.878,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,a) Procedimentos de resgate e soltura,,
R.879,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,b) Identificação de áreas prioritárias,,
R.880,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,c) Equipe técnica habilitada,,
R.881,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,d) Registros de fauna resgatada,,
R.882,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,a) Atividades educativas com trabalhadores,,
R.883,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,b) Conteúdos relacionados a boas práticas ambientais,,
R.884,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,c) Ações comunitárias (quando aplicável),,
R.885,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,d) Materiais e métodos utilizados,,
R.886,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,"a) Canais de comunicação (telefone, e-mail, atendimento, etc.)",,
R.887,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,b) Procedimentos de registro e resposta às demandas,,
R.888,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,c) Disponibilização de informações claras sobre o empreendimento,,
R.889,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,a) Classificação dos resíduos,,
R.890,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,"b) Sistema de armazenamento, transporte e destinação",,
R.891,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,c) Ações de minimização e reciclagem,,
R.892,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,d) Monitoramento e registro de volumes,,
R.893,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,a) Identificação de riscos operacionais e ambientais,,
R.894,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,b) Protocolos de emergência padronizados,,
R.895,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,c) Treinamentos periódicos da equipe,,
R.896,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,d) Planos de contingência alinhados com órgãos públicos,,
R.897,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,a) Diagnóstico das áreas degradadas,,
R.898,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,b) Técnicas de recuperação e revegetação,,
R.899,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,c) Cronograma de execução,,
R.900,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,d) Monitoramento da recuperação,,
R.901,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,"a) Parâmetros monitorados (chuva, vento, temperatura etc.)",,
R.902,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,b) Localização dos pontos de medição,,
R.903,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,c) Periodicidade das campanhas,,
R.904,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",a) Instrumentação geotécnica aplicada,,
R.905,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",b) Monitoramento piezométrico (quando aplicável),,
R.906,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",c) Avaliações periódicas de estabilidade,,
R.907,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",d) Ações preventivas e corretivas,,
R.908,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,a) Indicação de como os programas se complementam,,
R.909,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,b) Coerência com os impactos identificados no Cap. 12,,
R.910,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,c) Vinculação dos programas ao licenciamento ambiental,,
R.911,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",a) Indicação clara dos objetivos e finalidade do prognóstico ambiental,,
R.912,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?","b) Integração entre cenários, diagnóstico (Cap. 9), AIA (Cap. 12) e programas ambientais (Cap. 14)",,
R.913,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",c) Consideração de processos ambientais naturais e antrópicos,,
R.914,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",d) Estruturação do prognóstico em cenários comparáveis e consistentes,,
R.915,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,a) Cenário futuro com implantação do empreendimento,,
R.916,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,b) Cenário futuro sem implantação do empreendimento,,
R.917,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,"c) Consideração de mudanças ambientais, sociais e econômicas nos dois cenários",,
R.918,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,a) Uso do diagnóstico ambiental (Cap. 9),,
R.919,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,b) Consideração da análise integrada dos meios ambientais,,
R.920,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,c) Integração com programas ambientais (Cap. 14),,
R.921,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,a) Caracterização integrada do cenário com projeto,,
R.922,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,b) Caracterização integrada do cenário sem projeto,,
R.923,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,"c) Consideração dos meios físico, biótico e socioeconômico",,
R.924,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,d) Comparação direta entre os dois cenários,,
R.925,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"a) Tendências naturais do meio físico (clima, relevo, solo, água)",,
R.926,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"b) Tendências ecológicas do meio biótico (sucessão, fragmentação, conectividade)",,
R.927,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"c) Tendências socioeconômicas (população, atividades produtivas, infraestrutura)",,
R.928,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.5 – Integração entre Temas e Meios Ambientais,"Os cenários foram construídos de forma sistêmica, integrando diferentes temas ambientais?","a) Integração entre meios físico, biótico e socioeconômico",,
R.929,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.5 – Integração entre Temas e Meios Ambientais,"Os cenários foram construídos de forma sistêmica, integrando diferentes temas ambientais?",b) Consideração de interações e retroalimentações entre os temas,,
R.930,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.5 – Integração entre Temas e Meios Ambientais,"Os cenários foram construídos de forma sistêmica, integrando diferentes temas ambientais?",c) Uso das relações estabelecidas no diagnóstico e na AIA,,
R.931,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.6 – Consistência com o Diagnóstico e Avaliação de Impactos,Os cenários são coerentes com o diagnóstico e com a avaliação de impactos?,a) Coerência com o diagnóstico ambiental (Cap. 9),,
R.932,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.6 – Consistência com o Diagnóstico e Avaliação de Impactos,Os cenários são coerentes com o diagnóstico e com a avaliação de impactos?,b) Alinhamento com a análise integrada dos meios,,
R.933,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.6 – Consistência com o Diagnóstico e Avaliação de Impactos,Os cenários são coerentes com o diagnóstico e com a avaliação de impactos?,c) Coerência com a previsão dos impactos (Cap. 12),,
R.934,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.6 – Consistência com o Diagnóstico e Avaliação de Impactos,Os cenários são coerentes com o diagnóstico e com a avaliação de impactos?,d) Indicação do efeito das medidas ambientais (Cap. 14) no cenário com projeto,,
R.935,,,EIA,16. CONCLUSÃO,16.0 – Diretrizes Gerais da Conclusão,16.0 – Diretrizes Gerais da Conclusão,a) Indicação clara do objetivo da conclusão no contexto do EIA,,
R.936,,,EIA,16. CONCLUSÃO,16.0 – Diretrizes Gerais da Conclusão,16.0 – Diretrizes Gerais da Conclusão,"b) Integração entre diagnóstico (Cap. 9), impactos (Cap. 12) e medidas ambientais (Cap. 14)",,
R.937,,,EIA,16. CONCLUSÃO,16.0 – Diretrizes Gerais da Conclusão,16.0 – Diretrizes Gerais da Conclusão,c) Síntese final estruturada e coerente com a lógica do estudo,,
R.938,,,EIA,16. CONCLUSÃO,16.0 – Diretrizes Gerais da Conclusão,16.0 – Diretrizes Gerais da Conclusão,d) Clareza quanto ao entendimento consolidado sobre a viabilidade ambiental,,
R.939,,,EIA,16. CONCLUSÃO,16.1 – Síntese das Modificações Ambientais Previstas,16.1 – Síntese das Modificações Ambientais Previstas,a) Descrição das modificações ambientais esperadas com a implantação,,
R.940,,,EIA,16. CONCLUSÃO,16.1 – Síntese das Modificações Ambientais Previstas,16.1 – Síntese das Modificações Ambientais Previstas,b) Consideração das medidas previstas nos planos e programas ambientais,,
R.941,,,EIA,16. CONCLUSÃO,16.1 – Síntese das Modificações Ambientais Previstas,16.1 – Síntese das Modificações Ambientais Previstas,c) Avaliação da magnitude e relevância das modificações previstas,,
R.942,,,EIA,16. CONCLUSÃO,16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),a) Identificação de empreendimentos existentes,,
R.943,,,EIA,16. CONCLUSÃO,16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),b) Identificação de empreendimentos planejados ou em instalação,,
R.944,,,EIA,16. CONCLUSÃO,16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),c) Avaliação dos efeitos sinérgicos,,
R.945,,,EIA,16. CONCLUSÃO,16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),d) Avaliação dos impactos cumulativos potenciais,,
R.946,,,EIA,16. CONCLUSÃO,16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),16.2 – Análise de Empreendimentos Existentes ou Planejados (Efeitos Sinérgicos e Cumulativos),e) Identificação de possíveis conflitos ambientais entre atividades,,
R.947,,,EIA,16. CONCLUSÃO,16.3 – Conclusão Sobre a Viabilidade Ambiental,16.3 – Conclusão Sobre a Viabilidade Ambiental,a) Confronto entre os cenários com e sem implantação,,
R.948,,,EIA,16. CONCLUSÃO,16.3 – Conclusão Sobre a Viabilidade Ambiental,16.3 – Conclusão Sobre a Viabilidade Ambiental,b) Conclusão fundamentada sobre a viabilidade ambiental,,
R.949,,,EIA,16. CONCLUSÃO,16.3 – Conclusão Sobre a Viabilidade Ambiental,16.3 – Conclusão Sobre a Viabilidade Ambiental,c) Consideração da eficácia dos programas ambientais propostos,,
R.950,,,EIA,16. CONCLUSÃO,16.3 – Conclusão Sobre a Viabilidade Ambiental,16.3 – Conclusão Sobre a Viabilidade Ambiental,d) Síntese dos argumentos que embasam a decisão final,,
R.951,,,EIA,16. CONCLUSÃO,16.4 – Síntese Geral do EIA,16.4 – Síntese Geral do EIA,a) Resumo integrado do diagnóstico ambiental,,
R.952,,,EIA,16. CONCLUSÃO,16.4 – Síntese Geral do EIA,16.4 – Síntese Geral do EIA,b) Resumo da avaliação dos impactos e dos impactos significativos,,
R.953,,,EIA,16. CONCLUSÃO,16.4 – Síntese Geral do EIA,16.4 – Síntese Geral do EIA,"c) Síntese das estratégias de mitigação, compensação e controle",,
R.954,,,EIA,16. CONCLUSÃO,16.4 – Síntese Geral do EIA,16.4 – Síntese Geral do EIA,d) Conexão direta com os elementos que embasam a decisão regulatória,,
